chr	start	end	gene	strand	exon	transcript_ID
chr3	189584471	189584586	TP63	+	4	NM_001329149
chr3	189585622	189585731	TP63	+	5	NM_001329149
chr3	189586369	189586493	TP63	+	6	NM_001329149
chr3	189587113	189587195	TP63	+	7	NM_001329149
chr3	189590648	189590784	TP63	+	8	NM_001329149
chr3	189604183	189604340	TP63	+	9	NM_001329149
chr3	189611995	189612020	TP63	+	10	NM_001329149
chr3	189507590	189507631	TP63	+	1	NM_001329150
chr3	189582021	189582207	TP63	+	2	NM_001329150
chr3	189584471	189584586	TP63	+	3	NM_001329150
chr3	189585622	189585731	TP63	+	4	NM_001329150
chr3	189586369	189586493	TP63	+	5	NM_001329150
chr3	189587113	189587195	TP63	+	6	NM_001329150
chr3	189590648	189590784	TP63	+	7	NM_001329150
chr3	189604183	189604340	TP63	+	8	NM_001329150
chr3	189611995	189612020	TP63	+	9	NM_001329150
chr3	189507590	189507631	TP63	+	1	NM_001114982
chr3	189526061	189526315	TP63	+	2	NM_001114982
chr3	189582021	189582207	TP63	+	3	NM_001114982
chr3	189584471	189584586	TP63	+	4	NM_001114982
chr3	189585622	189585731	TP63	+	5	NM_001114982
chr3	189586369	189586505	TP63	+	6	NM_001114982
chr3	189587113	189587195	TP63	+	7	NM_001114982
chr3	189590648	189590784	TP63	+	8	NM_001114982
chr3	189597853	189597967	TP63	+	9	NM_001114982
chr3	189349305	189349366	TP63	+	1	NM_001114979
chr3	189455529	189455657	TP63	+	2	NM_001114979
chr3	189456431	189456563	TP63	+	3	NM_001114979
chr3	189526061	189526315	TP63	+	4	NM_001114979
chr3	189582021	189582207	TP63	+	5	NM_001114979
chr3	189584471	189584586	TP63	+	6	NM_001114979
chr3	189585622	189585731	TP63	+	7	NM_001114979
chr3	189586369	189586505	TP63	+	8	NM_001114979
chr3	189587113	189587195	TP63	+	9	NM_001114979
chr3	189590648	189590784	TP63	+	10	NM_001114979
chr3	189597853	189597967	TP63	+	11	NM_001114979
chr3	189349305	189349366	TP63	+	1	NM_001114978
chr3	189455529	189455657	TP63	+	2	NM_001114978
chr3	189456431	189456563	TP63	+	3	NM_001114978
chr3	189526061	189526315	TP63	+	4	NM_001114978
chr3	189582021	189582207	TP63	+	5	NM_001114978
chr3	189584471	189584586	TP63	+	6	NM_001114978
chr3	189585622	189585731	TP63	+	7	NM_001114978
chr3	189586369	189586505	TP63	+	8	NM_001114978
chr3	189587113	189587195	TP63	+	9	NM_001114978
chr3	189590648	189590784	TP63	+	10	NM_001114978
chr3	189604183	189604340	TP63	+	11	NM_001114978
chr3	189607129	189607273	TP63	+	12	NM_001114978
chr3	189611995	189612010	TP63	+	13	NM_001114978
chr3	189314972	189315027	TP63	+	1	NM_001329964
chr3	189455529	189455657	TP63	+	2	NM_001329964
chr3	189456431	189456563	TP63	+	3	NM_001329964
chr3	189526061	189526315	TP63	+	4	NM_001329964
chr3	189582021	189582207	TP63	+	5	NM_001329964
chr3	189584471	189584586	TP63	+	6	NM_001329964
chr3	189585622	189585731	TP63	+	7	NM_001329964
chr3	189586369	189586505	TP63	+	8	NM_001329964
chr3	189587113	189587195	TP63	+	9	NM_001329964
chr3	189590648	189590784	TP63	+	10	NM_001329964
chr3	189604183	189604340	TP63	+	11	NM_001329964
chr3	189607129	189607273	TP63	+	12	NM_001329964
chr3	189608578	189608671	TP63	+	13	NM_001329964
chr3	189611995	189612291	TP63	+	14	NM_001329964
chr3	189507590	189507631	TP63	+	1	NM_001114980
chr3	189526061	189526315	TP63	+	2	NM_001114980
chr3	189582021	189582207	TP63	+	3	NM_001114980
chr3	189584471	189584586	TP63	+	4	NM_001114980
chr3	189585622	189585731	TP63	+	5	NM_001114980
chr3	189586369	189586505	TP63	+	6	NM_001114980
chr3	189587113	189587195	TP63	+	7	NM_001114980
chr3	189590648	189590784	TP63	+	8	NM_001114980
chr3	189604183	189604340	TP63	+	9	NM_001114980
chr3	189607129	189607273	TP63	+	10	NM_001114980
chr3	189608578	189608671	TP63	+	11	NM_001114980
chr3	189611995	189612291	TP63	+	12	NM_001114980
chr4	1795662	1795770	FGFR3	+	2	NM_022965
chr4	1800981	1801250	FGFR3	+	3	NM_022965
chr4	1801474	1801539	FGFR3	+	4	NM_022965
chr4	1803094	1803263	FGFR3	+	5	NM_022965
chr4	1803347	1803470	FGFR3	+	6	NM_022965
chr4	1803562	1803752	FGFR3	+	7	NM_022965
chr4	1806551	1806696	FGFR3	+	8	NM_022965
chr4	1807082	1807203	FGFR3	+	9	NM_022965
chr4	1807286	1807396	FGFR3	+	10	NM_022965
chr4	1807477	1807667	FGFR3	+	11	NM_022965
chr4	1807778	1807900	FGFR3	+	12	NM_022965
chr4	1807984	1808054	FGFR3	+	13	NM_022965
chr4	1808273	1808410	FGFR3	+	14	NM_022965
chr4	1808556	1808661	FGFR3	+	15	NM_022965
chr4	1808843	1808989	FGFR3	+	16	NM_022965
chr4	1795662	1795770	FGFR3	+	2	NM_001354809
chr4	1800981	1801250	FGFR3	+	3	NM_001354809
chr4	1801474	1801539	FGFR3	+	4	NM_001354809
chr4	1803094	1803263	FGFR3	+	5	NM_001354809
chr4	1803347	1803470	FGFR3	+	6	NM_001354809
chr4	1803562	1803752	FGFR3	+	7	NM_001354809
chr4	1805419	1805563	FGFR3	+	8	NM_001354809
chr4	1806057	1806247	FGFR3	+	9	NM_001354809
chr4	1806548	1806696	FGFR3	+	10	NM_001354809
chr4	1807082	1807203	FGFR3	+	11	NM_001354809
chr4	1807286	1807396	FGFR3	+	12	NM_001354809
chr4	1807477	1807667	FGFR3	+	13	NM_001354809
chr4	1807778	1807900	FGFR3	+	14	NM_001354809
chr4	1807984	1808054	FGFR3	+	15	NM_001354809
chr4	1808273	1808410	FGFR3	+	16	NM_001354809
chr4	1808556	1808661	FGFR3	+	17	NM_001354809
chr4	1808843	1808989	FGFR3	+	18	NM_001354809
chr4	1795662	1795770	FGFR3	+	2	NM_001354810
chr4	1800981	1801250	FGFR3	+	3	NM_001354810
chr4	1801474	1801539	FGFR3	+	4	NM_001354810
chr4	1803094	1803263	FGFR3	+	5	NM_001354810
chr4	1803347	1803470	FGFR3	+	6	NM_001354810
chr4	1803562	1803752	FGFR3	+	7	NM_001354810
chr4	1805419	1805563	FGFR3	+	8	NM_001354810
chr4	1806057	1806247	FGFR3	+	9	NM_001354810
chr4	1806548	1806696	FGFR3	+	10	NM_001354810
chr4	1807082	1807203	FGFR3	+	11	NM_001354810
chr4	1807286	1807396	FGFR3	+	12	NM_001354810
chr4	1807477	1807667	FGFR3	+	13	NM_001354810
chr4	1807778	1807900	FGFR3	+	14	NM_001354810
chr4	1808273	1808410	FGFR3	+	15	NM_001354810
chr4	1808556	1808661	FGFR3	+	16	NM_001354810
chr4	1808843	1809015	FGFR3	+	17	NM_001354810
chr4	1795662	1795770	FGFR3	+	2	NM_001163213
chr4	1800981	1801250	FGFR3	+	3	NM_001163213
chr4	1801474	1801539	FGFR3	+	4	NM_001163213
chr4	1803094	1803263	FGFR3	+	5	NM_001163213
chr4	1803347	1803470	FGFR3	+	6	NM_001163213
chr4	1803562	1803752	FGFR3	+	7	NM_001163213
chr4	1804641	1804791	FGFR3	+	8	NM_001163213
chr4	1806057	1806247	FGFR3	+	9	NM_001163213
chr4	1806551	1806696	FGFR3	+	10	NM_001163213
chr4	1807082	1807203	FGFR3	+	11	NM_001163213
chr4	1807286	1807396	FGFR3	+	12	NM_001163213
chr4	1807477	1807667	FGFR3	+	13	NM_001163213
chr4	1807778	1807900	FGFR3	+	14	NM_001163213
chr4	1807984	1808054	FGFR3	+	15	NM_001163213
chr4	1808273	1808410	FGFR3	+	16	NM_001163213
chr4	1808556	1808661	FGFR3	+	17	NM_001163213
chr4	1808843	1808989	FGFR3	+	18	NM_001163213
chr4	1795662	1795770	FGFR3	+	2	NM_000142
chr4	1800981	1801250	FGFR3	+	3	NM_000142
chr4	1801474	1801539	FGFR3	+	4	NM_000142
chr4	1803094	1803263	FGFR3	+	5	NM_000142
chr4	1803347	1803470	FGFR3	+	6	NM_000142
chr4	1803562	1803752	FGFR3	+	7	NM_000142
chr4	1805419	1805563	FGFR3	+	8	NM_000142
chr4	1806057	1806247	FGFR3	+	9	NM_000142
chr4	1806551	1806696	FGFR3	+	10	NM_000142
chr4	1807082	1807203	FGFR3	+	11	NM_000142
chr4	1807286	1807396	FGFR3	+	12	NM_000142
chr4	1807477	1807667	FGFR3	+	13	NM_000142
chr4	1807778	1807900	FGFR3	+	14	NM_000142
chr4	1807984	1808054	FGFR3	+	15	NM_000142
chr4	1808273	1808410	FGFR3	+	16	NM_000142
chr4	1808556	1808661	FGFR3	+	17	NM_000142
chr4	1808843	1808989	FGFR3	+	18	NM_000142
chr4	1902382	1902978	NSD2	+	4	NM_007331
chr4	1905943	1906105	NSD2	+	5	NM_007331
chr4	1918598	1918764	NSD2	+	6	NM_007331
chr4	1919868	1920350	NSD2	+	7	NM_007331
chr4	1932353	1932497	NSD2	+	8	NM_007331
chr4	1936871	1936989	NSD2	+	9	NM_007331
chr4	1940178	1940259	NSD2	+	10	NM_007331
chr4	1941381	1941514	NSD2	+	11	NM_007331
chr4	1902382	1902978	NSD2	+	3	NM_133331
chr4	1905943	1906105	NSD2	+	4	NM_133331
chr4	1918598	1918764	NSD2	+	5	NM_133331
chr4	1919868	1920350	NSD2	+	6	NM_133331
chr4	1932353	1932497	NSD2	+	7	NM_133331
chr4	1936871	1936989	NSD2	+	8	NM_133331
chr4	1940178	1940259	NSD2	+	9	NM_133331
chr4	1941381	1941505	NSD2	+	10	NM_133331
chr4	1952799	1952930	NSD2	+	11	NM_133331
chr4	1953835	1953958	NSD2	+	12	NM_133331
chr4	1955051	1955251	NSD2	+	13	NM_133331
chr4	1956888	1957067	NSD2	+	14	NM_133331
chr4	1957420	1957576	NSD2	+	15	NM_133331
chr4	1957710	1957915	NSD2	+	16	NM_133331
chr4	1959660	1959763	NSD2	+	17	NM_133331
chr4	1961198	1961467	NSD2	+	18	NM_133331
chr4	1962762	1962878	NSD2	+	19	NM_133331
chr4	1976590	1976731	NSD2	+	20	NM_133331
chr4	1977021	1977127	NSD2	+	21	NM_133331
chr4	1978202	1978406	NSD2	+	22	NM_133331
chr4	1980365	1980636	NSD2	+	23	NM_133331
chr4	1902382	1902978	NSD2	+	2	NM_001042424
chr4	1905943	1906105	NSD2	+	3	NM_001042424
chr4	1918598	1918764	NSD2	+	4	NM_001042424
chr4	1919868	1920350	NSD2	+	5	NM_001042424
chr4	1932353	1932497	NSD2	+	6	NM_001042424
chr4	1936871	1936989	NSD2	+	7	NM_001042424
chr4	1940178	1940259	NSD2	+	8	NM_001042424
chr4	1941381	1941505	NSD2	+	9	NM_001042424
chr4	1952799	1952930	NSD2	+	10	NM_001042424
chr4	1953835	1953958	NSD2	+	11	NM_001042424
chr4	1955051	1955251	NSD2	+	12	NM_001042424
chr4	1956888	1957067	NSD2	+	13	NM_001042424
chr4	1957420	1957576	NSD2	+	14	NM_001042424
chr4	1957710	1957915	NSD2	+	15	NM_001042424
chr4	1959660	1959763	NSD2	+	16	NM_001042424
chr4	1961198	1961467	NSD2	+	17	NM_001042424
chr4	1962762	1962878	NSD2	+	18	NM_001042424
chr4	1976590	1976731	NSD2	+	19	NM_001042424
chr4	1977021	1977127	NSD2	+	20	NM_001042424
chr4	1978202	1978406	NSD2	+	21	NM_001042424
chr4	1980365	1980636	NSD2	+	22	NM_001042424
chr4	1902382	1902978	NSD2	+	4	NM_133330
chr4	1905943	1906105	NSD2	+	5	NM_133330
chr4	1918598	1918764	NSD2	+	6	NM_133330
chr4	1919868	1920350	NSD2	+	7	NM_133330
chr4	1932353	1932497	NSD2	+	8	NM_133330
chr4	1936871	1936989	NSD2	+	9	NM_133330
chr4	1940178	1940259	NSD2	+	10	NM_133330
chr4	1941381	1941505	NSD2	+	11	NM_133330
chr4	1952799	1952930	NSD2	+	12	NM_133330
chr4	1953835	1953958	NSD2	+	13	NM_133330
chr4	1955051	1955251	NSD2	+	14	NM_133330
chr4	1956888	1957067	NSD2	+	15	NM_133330
chr4	1957420	1957576	NSD2	+	16	NM_133330
chr4	1957710	1957915	NSD2	+	17	NM_133330
chr4	1959660	1959763	NSD2	+	18	NM_133330
chr4	1961198	1961467	NSD2	+	19	NM_133330
chr4	1962762	1962878	NSD2	+	20	NM_133330
chr4	1976590	1976731	NSD2	+	21	NM_133330
chr4	1977021	1977127	NSD2	+	22	NM_133330
chr4	1978202	1978406	NSD2	+	23	NM_133330
chr4	1980365	1980636	NSD2	+	24	NM_133330
chr4	1902382	1902978	NSD2	+	1	NM_133334
chr4	1905943	1906105	NSD2	+	2	NM_133334
chr4	1918598	1918764	NSD2	+	3	NM_133334
chr4	1919868	1920350	NSD2	+	4	NM_133334
chr4	1932353	1932497	NSD2	+	5	NM_133334
chr4	1936871	1936989	NSD2	+	6	NM_133334
chr4	1940178	1940259	NSD2	+	7	NM_133334
chr4	1941381	1941505	NSD2	+	8	NM_133334
chr4	1944066	1944128	NSD2	+	9	NM_133334
chr4	1902382	1902978	NSD2	+	2	NM_133335
chr4	1905943	1906105	NSD2	+	3	NM_133335
chr4	1918598	1918764	NSD2	+	4	NM_133335
chr4	1919868	1920350	NSD2	+	5	NM_133335
chr4	1932353	1932497	NSD2	+	6	NM_133335
chr4	1936871	1936989	NSD2	+	7	NM_133335
chr4	1940178	1940259	NSD2	+	8	NM_133335
chr4	1941381	1941505	NSD2	+	9	NM_133335
chr4	1952799	1952930	NSD2	+	10	NM_133335
chr4	1953835	1953958	NSD2	+	11	NM_133335
chr4	1955051	1955251	NSD2	+	12	NM_133335
chr4	1956888	1957067	NSD2	+	13	NM_133335
chr4	1957420	1957576	NSD2	+	14	NM_133335
chr4	1957710	1957915	NSD2	+	15	NM_133335
chr4	1959660	1959763	NSD2	+	16	NM_133335
chr4	1961198	1961467	NSD2	+	17	NM_133335
chr4	1962762	1962878	NSD2	+	18	NM_133335
chr4	1976590	1976731	NSD2	+	19	NM_133335
chr4	1977021	1977127	NSD2	+	20	NM_133335
chr4	1978202	1978406	NSD2	+	21	NM_133335
chr4	1980365	1980636	NSD2	+	22	NM_133335
chr4	54244006	54244090	FIP1L1	+	1	NM_001134938
chr4	54245392	54245431	FIP1L1	+	2	NM_001134938
chr4	54248445	54248502	FIP1L1	+	3	NM_001134938
chr4	54249940	54250043	FIP1L1	+	4	NM_001134938
chr4	54255976	54256040	FIP1L1	+	5	NM_001134938
chr4	54256688	54256795	FIP1L1	+	6	NM_001134938
chr4	54257176	54257306	FIP1L1	+	7	NM_001134938
chr4	54265897	54266006	FIP1L1	+	8	NM_001134938
chr4	54292039	54292132	FIP1L1	+	9	NM_001134938
chr4	54294194	54294350	FIP1L1	+	10	NM_001134938
chr4	54308820	54308874	FIP1L1	+	11	NM_001134938
chr4	54310215	54310270	FIP1L1	+	12	NM_001134938
chr4	54319087	54319300	FIP1L1	+	13	NM_001134938
chr4	54324820	54324957	FIP1L1	+	14	NM_001134938
chr4	54325469	54325616	FIP1L1	+	15	NM_001134938
chr4	54244006	54244090	FIP1L1	+	1	NM_001134937
chr4	54245392	54245431	FIP1L1	+	2	NM_001134937
chr4	54248445	54248502	FIP1L1	+	3	NM_001134937
chr4	54249940	54250043	FIP1L1	+	4	NM_001134937
chr4	54255976	54256040	FIP1L1	+	5	NM_001134937
chr4	54256688	54256795	FIP1L1	+	6	NM_001134937
chr4	54257176	54257306	FIP1L1	+	7	NM_001134937
chr4	54257597	54257665	FIP1L1	+	8	NM_001134937
chr4	54265897	54266006	FIP1L1	+	9	NM_001134937
chr4	54280782	54280889	FIP1L1	+	10	NM_001134937
chr4	54292039	54292132	FIP1L1	+	11	NM_001134937
chr4	54294194	54294350	FIP1L1	+	12	NM_001134937
chr4	54306749	54306775	FIP1L1	+	13	NM_001134937
chr4	54308820	54308874	FIP1L1	+	14	NM_001134937
chr4	54310215	54310270	FIP1L1	+	15	NM_001134937
chr4	54319087	54319300	FIP1L1	+	16	NM_001134937
chr4	54324820	54324957	FIP1L1	+	17	NM_001134937
chr4	54325469	54325616	FIP1L1	+	18	NM_001134937
chr4	54244006	54244090	FIP1L1	+	1	NM_030917
chr4	54245240	54245284	FIP1L1	+	2	NM_030917
chr4	54245392	54245431	FIP1L1	+	3	NM_030917
chr4	54248445	54248502	FIP1L1	+	4	NM_030917
chr4	54249940	54250043	FIP1L1	+	5	NM_030917
chr4	54255976	54256040	FIP1L1	+	6	NM_030917
chr4	54256688	54256795	FIP1L1	+	7	NM_030917
chr4	54257176	54257306	FIP1L1	+	8	NM_030917
chr4	54257597	54257665	FIP1L1	+	9	NM_030917
chr4	54265897	54266006	FIP1L1	+	10	NM_030917
chr4	54280782	54280889	FIP1L1	+	11	NM_030917
chr4	54292039	54292132	FIP1L1	+	12	NM_030917
chr4	54294194	54294350	FIP1L1	+	13	NM_030917
chr4	54308820	54308874	FIP1L1	+	14	NM_030917
chr4	54310215	54310270	FIP1L1	+	15	NM_030917
chr4	54319087	54319300	FIP1L1	+	16	NM_030917
chr4	54324820	54324957	FIP1L1	+	17	NM_030917
chr4	54325469	54325616	FIP1L1	+	18	NM_030917
chr4	55100639	55100665	PDGFRA	+	1	NM_001347830
chr4	55124924	55124984	PDGFRA	+	2	NM_001347830
chr4	55127262	55127579	PDGFRA	+	3	NM_001347830
chr4	55129834	55130094	PDGFRA	+	4	NM_001347830
chr4	55131086	55131216	PDGFRA	+	5	NM_001347830
chr4	55133456	55133627	PDGFRA	+	6	NM_001347830
chr4	55133719	55133908	PDGFRA	+	7	NM_001347830
chr4	55136800	55136915	PDGFRA	+	8	NM_001347830
chr4	55138561	55138687	PDGFRA	+	9	NM_001347830
chr4	55139704	55139897	PDGFRA	+	10	NM_001347830
chr4	55140698	55140792	PDGFRA	+	11	NM_001347830
chr4	55141008	55141140	PDGFRA	+	12	NM_001347830
chr4	55143555	55143659	PDGFRA	+	13	NM_001347830
chr4	55144063	55144173	PDGFRA	+	14	NM_001347830
chr4	55144529	55144682	PDGFRA	+	15	NM_001347830
chr4	55146483	55146649	PDGFRA	+	16	NM_001347830
chr4	55151538	55151653	PDGFRA	+	17	NM_001347830
chr4	55152008	55152130	PDGFRA	+	18	NM_001347830
chr4	55153597	55153708	PDGFRA	+	19	NM_001347830
chr4	55154966	55155065	PDGFRA	+	20	NM_001347830
chr4	55155176	55155281	PDGFRA	+	21	NM_001347830
chr4	55156480	55156721	PDGFRA	+	22	NM_001347830
chr4	55161292	55161439	PDGFRA	+	23	NM_001347830
chr4	55124936	55124984	PDGFRA	+	2	NM_001347829
chr4	55127262	55127579	PDGFRA	+	3	NM_001347829
chr4	55129834	55130094	PDGFRA	+	4	NM_001347829
chr4	55131086	55131216	PDGFRA	+	5	NM_001347829
chr4	55133456	55133627	PDGFRA	+	6	NM_001347829
chr4	55133719	55133908	PDGFRA	+	7	NM_001347829
chr4	55136800	55136915	PDGFRA	+	8	NM_001347829
chr4	55138561	55138687	PDGFRA	+	9	NM_001347829
chr4	55139704	55139897	PDGFRA	+	10	NM_001347829
chr4	55140698	55140792	PDGFRA	+	11	NM_001347829
chr4	55141008	55141140	PDGFRA	+	12	NM_001347829
chr4	55143555	55143659	PDGFRA	+	13	NM_001347829
chr4	55144063	55144173	PDGFRA	+	14	NM_001347829
chr4	55144529	55144682	PDGFRA	+	15	NM_001347829
chr4	55146483	55146649	PDGFRA	+	16	NM_001347829
chr4	55151538	55151653	PDGFRA	+	17	NM_001347829
chr4	55152008	55152130	PDGFRA	+	18	NM_001347829
chr4	55153597	55153708	PDGFRA	+	19	NM_001347829
chr4	55154966	55155065	PDGFRA	+	20	NM_001347829
chr4	55155176	55155281	PDGFRA	+	21	NM_001347829
chr4	55156480	55156721	PDGFRA	+	22	NM_001347829
chr4	55161292	55161439	PDGFRA	+	23	NM_001347829
chr4	55124936	55124984	PDGFRA	+	2	NM_006206
chr4	55127262	55127579	PDGFRA	+	3	NM_006206
chr4	55129834	55130094	PDGFRA	+	4	NM_006206
chr4	55131086	55131216	PDGFRA	+	5	NM_006206
chr4	55133456	55133627	PDGFRA	+	6	NM_006206
chr4	55133719	55133908	PDGFRA	+	7	NM_006206
chr4	55136800	55136915	PDGFRA	+	8	NM_006206
chr4	55138561	55138687	PDGFRA	+	9	NM_006206
chr4	55139704	55139897	PDGFRA	+	10	NM_006206
chr4	55140698	55140792	PDGFRA	+	11	NM_006206
chr4	55141008	55141140	PDGFRA	+	12	NM_006206
chr4	55143555	55143659	PDGFRA	+	13	NM_006206
chr4	55144063	55144173	PDGFRA	+	14	NM_006206
chr4	55144529	55144682	PDGFRA	+	15	NM_006206
chr4	55146483	55146649	PDGFRA	+	16	NM_006206
chr4	55151538	55151653	PDGFRA	+	17	NM_006206
chr4	55152008	55152130	PDGFRA	+	18	NM_006206
chr4	55153597	55153708	PDGFRA	+	19	NM_006206
chr4	55154966	55155065	PDGFRA	+	20	NM_006206
chr4	55155176	55155281	PDGFRA	+	21	NM_006206
chr4	55156480	55156721	PDGFRA	+	22	NM_006206
chr4	55161292	55161439	PDGFRA	+	23	NM_006206
chr4	55124936	55124984	PDGFRA	+	2	NM_001347827
chr4	55127262	55127579	PDGFRA	+	3	NM_001347827
chr4	55129834	55130094	PDGFRA	+	4	NM_001347827
chr4	55131086	55131216	PDGFRA	+	5	NM_001347827
chr4	55133456	55133627	PDGFRA	+	6	NM_001347827
chr4	55133719	55133908	PDGFRA	+	7	NM_001347827
chr4	55136800	55136915	PDGFRA	+	8	NM_001347827
chr4	55138561	55138687	PDGFRA	+	9	NM_001347827
chr4	55139704	55139897	PDGFRA	+	10	NM_001347827
chr4	55140698	55140792	PDGFRA	+	11	NM_001347827
chr4	55141008	55141140	PDGFRA	+	12	NM_001347827
chr4	55143555	55143659	PDGFRA	+	13	NM_001347827
chr4	55144063	55144173	PDGFRA	+	14	NM_001347827
chr4	55144529	55144682	PDGFRA	+	15	NM_001347827
chr4	55146483	55146649	PDGFRA	+	16	NM_001347827
chr4	55147748	55147848	PDGFRA	+	17	NM_001347827
chr4	55106220	55106282	PDGFRA	+	2	NM_001347828
chr4	55124924	55124984	PDGFRA	+	3	NM_001347828
chr4	55127262	55127579	PDGFRA	+	4	NM_001347828
chr4	55129834	55130094	PDGFRA	+	5	NM_001347828
chr4	55131086	55131216	PDGFRA	+	6	NM_001347828
chr4	55133456	55133627	PDGFRA	+	7	NM_001347828
chr4	55133719	55133908	PDGFRA	+	8	NM_001347828
chr4	55136800	55136915	PDGFRA	+	9	NM_001347828
chr4	55138561	55138687	PDGFRA	+	10	NM_001347828
chr4	55139704	55139897	PDGFRA	+	11	NM_001347828
chr4	55140698	55140792	PDGFRA	+	12	NM_001347828
chr4	55141008	55141140	PDGFRA	+	13	NM_001347828
chr4	55143555	55143659	PDGFRA	+	14	NM_001347828
chr4	55144063	55144173	PDGFRA	+	15	NM_001347828
chr4	55144529	55144682	PDGFRA	+	16	NM_001347828
chr4	55146483	55146649	PDGFRA	+	17	NM_001347828
chr4	55151538	55151653	PDGFRA	+	18	NM_001347828
chr4	55152008	55152130	PDGFRA	+	19	NM_001347828
chr4	55153597	55153708	PDGFRA	+	20	NM_001347828
chr4	55154966	55155065	PDGFRA	+	21	NM_001347828
chr4	55155176	55155281	PDGFRA	+	22	NM_001347828
chr4	55156480	55156721	PDGFRA	+	23	NM_001347828
chr4	55161292	55161439	PDGFRA	+	24	NM_001347828
chr4	87869686	87869723	AFF1	+	2	NM_001166693
chr4	87967318	87967438	AFF1	+	3	NM_001166693
chr4	87967847	87968746	AFF1	+	4	NM_001166693
chr4	88005272	88005316	AFF1	+	5	NM_001166693
chr4	88011136	88011222	AFF1	+	6	NM_001166693
chr4	88012945	88012981	AFF1	+	7	NM_001166693
chr4	88016067	88016121	AFF1	+	8	NM_001166693
chr4	88026780	88026834	AFF1	+	9	NM_001166693
chr4	88026960	88026997	AFF1	+	10	NM_001166693
chr4	88029311	88029467	AFF1	+	11	NM_001166693
chr4	88035519	88036451	AFF1	+	12	NM_001166693
chr4	88046189	88046295	AFF1	+	13	NM_001166693
chr4	88047251	88047488	AFF1	+	14	NM_001166693
chr4	88048178	88048269	AFF1	+	15	NM_001166693
chr4	88048795	88048855	AFF1	+	16	NM_001166693
chr4	88052235	88052371	AFF1	+	17	NM_001166693
chr4	88052945	88053016	AFF1	+	18	NM_001166693
chr4	88053423	88053560	AFF1	+	19	NM_001166693
chr4	88055623	88055846	AFF1	+	20	NM_001166693
chr4	88056732	88056853	AFF1	+	21	NM_001166693
chr4	87928560	87928576	AFF1	+	1	NM_001313959
chr4	87967318	87967438	AFF1	+	2	NM_001313959
chr4	87967847	87968746	AFF1	+	3	NM_001313959
chr4	88005272	88005316	AFF1	+	4	NM_001313959
chr4	88011136	88011222	AFF1	+	5	NM_001313959
chr4	88012945	88012981	AFF1	+	6	NM_001313959
chr4	88016067	88016121	AFF1	+	7	NM_001313959
chr4	88026780	88026834	AFF1	+	8	NM_001313959
chr4	88026960	88026997	AFF1	+	9	NM_001313959
chr4	88029311	88029467	AFF1	+	10	NM_001313959
chr4	88035519	88036451	AFF1	+	11	NM_001313959
chr4	88046189	88046295	AFF1	+	12	NM_001313959
chr4	88047251	88047488	AFF1	+	13	NM_001313959
chr4	88048178	88048269	AFF1	+	14	NM_001313959
chr4	88048795	88048855	AFF1	+	15	NM_001313959
chr4	88052235	88052371	AFF1	+	16	NM_001313959
chr4	88052945	88053016	AFF1	+	17	NM_001313959
chr4	88053423	88053560	AFF1	+	18	NM_001313959
chr4	88055623	88055846	AFF1	+	19	NM_001313959
chr4	88056732	88056853	AFF1	+	20	NM_001313959
chr4	88011139	88011222	AFF1	+	3	NM_001313960
chr4	88012945	88012981	AFF1	+	4	NM_001313960
chr4	88016067	88016121	AFF1	+	5	NM_001313960
chr4	88026780	88026834	AFF1	+	6	NM_001313960
chr4	88026960	88026997	AFF1	+	7	NM_001313960
chr4	88029311	88029467	AFF1	+	8	NM_001313960
chr4	88035519	88036451	AFF1	+	9	NM_001313960
chr4	88046189	88046295	AFF1	+	10	NM_001313960
chr4	88047251	88047488	AFF1	+	11	NM_001313960
chr4	88048178	88048269	AFF1	+	12	NM_001313960
chr4	88048795	88048855	AFF1	+	13	NM_001313960
chr4	88052235	88052371	AFF1	+	14	NM_001313960
chr4	88052945	88053016	AFF1	+	15	NM_001313960
chr4	88053423	88053560	AFF1	+	16	NM_001313960
chr4	88055623	88055846	AFF1	+	17	NM_001313960
chr4	88056732	88056853	AFF1	+	18	NM_001313960
chr4	87928560	87928576	AFF1	+	1	NM_005935
chr4	87967318	87967438	AFF1	+	2	NM_005935
chr4	87967847	87968746	AFF1	+	3	NM_005935
chr4	88005272	88005316	AFF1	+	4	NM_005935
chr4	88011136	88011222	AFF1	+	5	NM_005935
chr4	88012945	88012981	AFF1	+	6	NM_005935
chr4	88016067	88016121	AFF1	+	7	NM_005935
chr4	88026780	88026834	AFF1	+	8	NM_005935
chr4	88026960	88026997	AFF1	+	9	NM_005935
chr4	88029311	88029467	AFF1	+	10	NM_005935
chr4	88035519	88036451	AFF1	+	11	NM_005935
chr4	88046189	88046295	AFF1	+	12	NM_005935
